"","DBH","Area_alg","SFtot_alg","ARtot","LA","Asapwood","Kr","SFdaily","beta","tstud","hom","D2H","D18O"
"1",32.3262127139606,820.728536707195,0.0399173198145565,45.4006578340062,0.14031529169064,0.0707721592157288,1.0859649236314e-09,0.0411640875734961,0.914437141718809,NA,1.3,8.68242322318748,-0.0473519963337805
"2",40.0248752813786,1258.200507449,0.0545640919885283,66.294438199732,0.102869367748499,0.112331460881024,9.30897611472756e-10,0.0522903953475287,0.914437141718809,NA,1.3,11.4118086591168,-0.120536563745741
"3",31.921665489208,800.315016776237,0.0392670479636011,47.2105801428855,0.104838020107709,0.0753536500719646,9.16274827811867e-10,0.040973937386675,0.914437141718809,NA,1.3,12.3698320607127,0.0979192164276338
"4",44.4219980179332,1549.83711907543,0.0652286763537924,85.2638655248555,0.123566311243922,0.116318964963814,9.66572402697057e-10,0.0686004987266226,0.914437141718809,NA,1.3,10.3812798242057,0.105926695254836
"5",16.6744460491464,218.369867787703,0.0211438394411503,14.2717923688363,0.15964665255975,0.0217785228602302,1.08479003412649e-09,0.022612718190886,0.914437141718809,NA,1.3,11.427975236423,-0.1101099036782
"6",27.0513024437241,574.733141872408,0.0322219840254653,38.2364893819052,0.110024327458814,0.0478904393479672,9.58981626154855e-10,0.030879776624548,0.914437141718809,NA,1.3,11.0727562977405,0.0810986355610619
"7",27.4154421663843,590.310340490327,0.0327018949591027,40.2791517040677,0.146863858201541,0.0554655702266317,9.80281632812694e-10,0.0346122244959998,0.914437141718809,NA,1.3,10.6756585665381,0.189984057165095
"8",48.3595200371929,1836.76605702197,0.0765361047949076,101.938341037152,0.130824799444526,0.154753356192879,1.03694499917328e-09,0.0818854792123565,0.914437141718809,NA,1.3,10.5627652678606,0.130993080502199
"9",21.8676717858762,375.573529201271,0.0261067407846704,27.3114056777253,0.147985226563178,0.0352088117988928,1.03120690789074e-09,0.0236273692143343,0.914437141718809,NA,1.3,11.4288397331914,0.0359893051288955
"10",24.9745332542807,489.874284731636,0.0296165143864472,28.8090829206826,0.106677996367216,0.0462543041200203,1.033173173666e-09,0.0267179441144688,0.914437141718809,NA,1.3,10.7347547618504,0.0348010292102109
"11",10.0381279503927,79.1398705491932,0.0161499034104643,6.1363814837702,0.153383179302327,0.00791398705491932,1.02077663107775e-09,0.0151398837655674,0.914437141718809,NA,1.3,11.7823905336395,-0.0157363490133522
"12",12.3521053371951,119.83173699879,0.0177407020548299,9.78540094158447,0.141881706155837,0.011983173699879,9.43137755477801e-10,0.0176257578459017,0.914437141718809,NA,1.3,10.8038115630081,-0.0407423773304243
"13",19.4542083214037,297.246675205407,0.023669964694132,20.8181912543407,0.103945059808902,0.0273054081581755,9.34901746921241e-10,0.0255481821762964,0.914437141718809,NA,1.3,9.42586375943674,0.0159278446677879
"14",43.0512888263911,1455.66753505042,0.06169780780887,77.4295238493136,0.119285380081274,0.112632865703132,1.0319408706855e-09,0.0668663029177236,0.914437141718809,NA,1.3,11.1704628616429,0.155014666421551
"15",36.9856406608596,1074.3756905373,0.0482300892660308,67.4841955820792,0.144478071127087,0.0973257040379406,1.01918245130219e-09,0.0500090623149759,0.914437141718809,NA,1.3,10.7900601456385,-0.111835589105986
"16",14.4528710772283,164.058274217702,0.0193202281906352,12.0707822045705,0.120480455588549,0.0164058274217702,9.39043162809685e-10,0.0178798537922986,0.914437141718809,NA,1.3,10.5276905373998,0.0135188613833023
"17",27.3714487347752,588.417324091407,0.0326435371477107,40.2801166466113,0.102509942394681,0.0588417324091407,9.38774291006848e-10,0.0328976690179563,0.914437141718809,NA,1.3,11.8196697503363,0.0120375217201837
"18",58.8728877622634,2722.20331814231,0.117284817855591,138.028772972902,0.132787428931333,0.190878458092757,1.05214740028605e-09,0.122693447224063,0.914437141718809,NA,1.3,10.6157362607115,-0.10477242572966
"19",48.9614437823184,1882.77452358562,0.0784295438858718,97.3126662418074,0.110416327193379,0.144317068757762,1.08119512014091e-09,0.0851210003099245,0.914437141718809,NA,1.3,11.0057217540639,-0.0445073322372184
"20",30.9853532840498,754.05458627746,0.0378023555726631,50.1791063295999,0.102831009086221,0.0706396479622326,1.0706641276367e-09,0.0342010235839842,0.914437141718809,NA,1.3,10.589712354591,-0.100710918165582
"21",51.9837049790658,2122.38584210219,0.0886684822350146,105.159915260434,0.140331529281102,0.172112682704888,9.61811706842855e-10,0.0868442209144181,0.914437141718809,NA,1.3,10.9175288170454,0.161625173459856
"22",40.2123367902823,1270.01398662295,0.0549809602361191,72.0250067243284,0.110069159953855,0.10888151364749,9.94527271576226e-10,0.056989020087765,0.914437141718809,NA,1.3,12.0748291875017,-0.208176180160814
"23",55.5142693477683,2420.46684299112,0.102334351625567,127.06591458294,0.107229498452507,0.20606786208659,9.04377389559522e-10,0.105886177617268,0.914437141718809,NA,1.3,11.2414913779301,-0.0462293672116499
"24",55.832582085859,2448.30380525339,0.103665452038753,119.255966788613,0.136225881804712,0.180265396736562,1.07666538450867e-09,0.101213948195533,0.914437141718809,NA,1.3,11.7930767416534,0.0482380187156194
"25",38.2619260950014,1149.80326722719,0.0507951193177059,72.947312410834,0.130160948298872,0.0945286494855737,1.03055546670221e-09,0.0476767266859093,0.914437141718809,NA,1.3,10.3939633581822,0.0821385057496633
